spotify_id,name,artists,daily_rank,daily_movement,weekly_movement,country,snapshot_date,popularity,is_explicit,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,average_song
5lKFO0PrOC9jmOlPEdjHsL,DOS DÍAS,"Tito Double P, Peso Pluma",11,-1,-1,MX,2025-02-16,86,True,153928,INCÓMODO,2024-08-22,0.745,0.513,1,-9.116,1,0.087,0.783,0.0,0.216,0.929,109.935,3,Lower
5jHozZMWbrExAFni95mvvH,Por Esos Ojos,Fuerza Regida,12,0,38,MX,2025-02-16,74,True,188064,Por Esos Ojos,2025-02-11,0.509,0.681,5,-6.978,0,0.106,0.294,0.0,0.191,0.511,102.462,3,Lower
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",13,0,-1,MX,2025-02-16,87,True,225880,Tu Boda,2024-09-26,0.694,0.651,6,-6.968,1,0.0784,0.496,1.36e-05,0.0787,0.471,112.648,3,About_Average
2Vw8vOliCmBOAys8Q2xzJZ,Mi Vida Mi Muerte,Neton Vega,14,-3,36,MX,2025-02-16,49,False,175714,Mi Vida Mi Muerte,2025-02-14,0.792,0.717,2,-3.902,0,0.0513,0.13,0.00557,0.379,0.361,83.976,4,Lower
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,15,-1,-4,MX,2025-02-16,95,True,367725,DeBÍ TiRAR MáS FOToS,2025-01-05,0.168,0.00332,10,-46.113,1,0.0615,0.192,0.79,0.112,0.219,119.387,3,Lower
6x59lSlNU7TvsJZy7134uC,ROSONES,"Jorsshh, Fuerza Regida",16,0,-3,MX,2025-02-16,85,True,178079,ROSONES,2024-11-15,0.752,0.871,6,-4.387,1,0.029,0.164,0.0,0.296,0.827,119.997,3,About_Average
3IEvQ1CzszUJtTRLmmMJ2X,5-7,"Tito Double P, Junior H",17,1,-1,MX,2025-02-16,83,False,174500,INCÓMODO,2024-08-22,0.827,0.596,10,-8.36,1,0.039,0.379,0.0,0.138,0.964,111.997,3,About_Average
4dF08DjAjgactxNnsjRod6,Bandida,"Luis R Conriquez, Peso Pluma",18,2,-3,MX,2025-02-16,82,True,165026,Bandida,2025-01-16,0.753,0.732,5,-6.246,0,0.0429,0.413,0.0,0.253,0.682,118.012,3,About_Average
6X6m4xmdFcz31p1h7Qg68c,EL LOKERON,Tito Double P,19,0,0,MX,2025-02-16,85,True,145473,INCÓMODO,2024-08-22,0.724,0.689,7,-7.174,0,0.0524,0.573,6.77e-06,0.0922,0.936,120.208,3,About_Average
4oB8Xd7gMlUEtWoD8bmCXW,Morena,"Neton Vega, Peso Pluma",20,19,30,MX,2025-02-16,61,False,193728,Mi Vida Mi Muerte,2025-02-14,0.697,0.776,4,-7.409,0,0.0308,0.379,0.00148,0.341,0.189,118.007,3,Lower
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,21,-4,29,MX,2025-02-16,92,True,274192,Not Like Us,2024-05-04,0.898,0.472,1,-7.001,1,0.0776,0.0107,0.0,0.141,0.214,101.061,4,Lower
2lAUq68F2bt7Kc218n9FPp,AY MAMÁ,"Tito Double P, Grupo Frontera",22,-1,-4,MX,2025-02-16,83,True,163031,INCÓMODO,2024-08-22,0.666,0.764,4,-6.297,0,0.116,0.366,0.0,0.347,0.729,148.853,4,Higher
0hfXHqWhOpbR9YQmQojDMN,gervonta,Peso Pluma,23,10,0,MX,2025-02-16,84,True,167367,gervonta,2024-12-05,0.732,0.698,2,-6.147,0,0.096,0.552,0.00317,0.225,0.723,121.056,3,About_Average
6YOfGIE6iFxC7G8OlGGvzW,ROCKSTAR,Junior H,24,12,11,MX,2025-02-16,81,True,168677,$AD BOYZ 4 LIFE II,2023-10-05,0.761,0.658,11,-7.188,1,0.0429,0.292,1.55e-06,0.137,0.895,125.036,3,Higher
0NsGFMIo2aNbAkJu48ndaf,Morena Canela,Chino Pacas,25,-1,-5,MX,2025-02-16,82,True,178336,Que Sigan Llegando Las Pacas (Extended),2024-10-18,0.658,0.614,10,-6.981,1,0.0324,0.105,2.18e-05,0.092,0.465,119.893,3,About_Average
6HrALJOMsfPCCbUo5cJCON,ESCAPATE,"Tito Double P, Chino Pacas",26,-1,-4,MX,2025-02-16,83,True,144674,INCÓMODO,2024-08-22,0.818,0.447,5,-10.247,0,0.047,0.514,8.14e-05,0.187,0.693,120.09,1,Lower
2aYZaN5SmkRDLsrrV8GkBQ,LA PATRULLA,"Peso Pluma, Neton Vega",27,-5,1,MX,2025-02-16,82,True,130614,ÉXODO,2024-06-20,0.722,0.74,6,-7.22,0,0.063,0.68,3.27e-05,0.176,0.893,132.731,3,Lower
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,28,-5,-7,MX,2025-02-16,91,True,204768,DeBÍ TiRAR MáS FOToS,2025-01-05,0.36,0.464,10,-29.598,0,0.0702,0.749,0.859,0.0825,0.184,63.662,4,Lower
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,29,-1,-3,MX,2025-02-16,93,False,183685,DeBÍ TiRAR MáS FOToS,2025-01-05,0.142,0.195,6,-20.024,1,0.139,0.265,0.995,0.204,0.12,137.922,4,Lower
5GTBdEjZe7zEDp1N0eCZE4,HOLLYWOOD,"Peso Pluma, Estevan Plazola",30,0,1,MX,2025-02-16,80,True,284864,ÉXODO,2024-06-20,0.707,0.683,3,-7.598,0,0.191,0.7,5.88e-06,0.134,0.545,94.979,3,Higher
